id,age,sex,marits,canton,region,nationality,mother_tongue,educ,insured_earn,lastj_occpt,lastj_fct,lastj_rate,child_subsidies,unempl_r,gdp_gr,treat,date_start,date_end,contr_2y
6248,25.083334,Female,Unmarried,UR,Central Switzerland,Swiss,French,Apprenticeship or matura,2169.1772,office & admin,,95.500252,0,1,2.3784001,0,22oct2015,26mar2016,13
6248,20.916666,Female,Unmarried,UR,Central Switzerland,Swiss,French,Apprenticeship or matura,1378,office & admin,Specialist role,100,0,1.2,3.71275,0,01aug2011,10oct2011,13
6256,44.166668,Female,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,3825,gastronomy,Specialist role,100,0,2,1.24907,0,14mar2011,14apr2011,2
6256,48.583332,Female,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,3296.1284,gastronomy,Specialist role,100,0,3.5,.48105001,1,17aug2015,05dec2015,2
6257,46.5,Female,Married,GE,Lake Geneva,Swiss,French,University,10500,security & law,Managerial role,65.987854,0,5.0999999,-1.26754,7,11mar2015,10mar2017,12
6257,43.166668,Female,Married,GE,Lake Geneva,Swiss,French,University,10500,security & law,Managerial role,80,0,5.5999999,-.25812,0,01nov2011,31oct2013,14
6282,33.5,Female,Unmarried,LU,Central Switzerland,Swiss,German,University,7359.7295,social occupations,Specialist role,94.563515,0,1.9,1.14118,0,16jun2015,11aug2015,0
6282,29.416666,Female,Unmarried,LU,Central Switzerland,Swiss,German,University,7152,social occupations,Specialist role,100,0,1.8,.60433,0,10may2011,13jun2011,0
6295,24.5,Female,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,3800,gastronomy,Specialist role,100,0,2,1.24907,0,29sep2011,31dec2011,12
6295,28.333334,Female,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,5324.5566,gastronomy,Specialist role,83.14534,0,3.5,.48105001,0,26jul2015,06jan2016,12
6301,32.5,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,5904,gastronomy,Specialist role,100,0,1.9,-.89851999,0,19jul2011,30sep2011,17
6301,36.666668,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,8312.8691,gastronomy,Specialist role,69.572273,0,2.0999999,1.32221,0,27sep2015,21jan2016,17
6312,47.083332,Female,Unmarried,BL,North-Western Switzerland,Swiss,Other,Specialized,8802.3994,management & hr,Managerial role,89.751465,0,2.3,1.1521699,5,19jun2015,04may2016,17
6312,43.333332,Female,Married,BL,North-Western Switzerland,Swiss,Other,Specialized,8232,management & hr,Managerial role,80,0,2.7,1.57066,0,06sep2011,30jun2012,18
6314,24.333334,Female,Unmarried,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,4746,sales,Specialist role,98.449997,0,2.5999999,.75863999,0,10may2011,01aug2011,0
6314,28.166666,Female,Unmarried,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,5871.5352,sales,Specialist role,87.10936,0,1.8,1.26635,0,01mar2015,27jun2015,0
6318,30.166666,Female,Married,VD,Lake Geneva,Swiss,French,Apprenticeship or matura,1846.0428,office & admin,Specialist role,77.882202,0,3.9000001,1.27924,0,08jan2015,26oct2015,16
6318,26.5,Female,Married,VD,Lake Geneva,Swiss,French,Apprenticeship or matura,4000,office & admin,Specialist role,100,0,4.4000001,1.8381799,0,02may2011,01jan2012,16
6329,18.416666,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,1571,office & admin,Specialist role,100,0,1.9,-.89851999,0,18aug2011,30sep2011,3
6329,22.25,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,1373.3008,office & admin,Specialist role,100,0,2.0999999,1.32221,0,02jun2015,16jul2015,3
6338,41.666668,Female,Unmarried,VS,Lake Geneva,Swiss,English,University,10500,management & hr,Managerial role,100,0,3.2,.0086500002,0,12may2011,26feb2012,0
6338,45.916668,Female,Unmarried,VS,Lake Geneva,Swiss,English,University,9642.1328,management & hr,Managerial role,100,0,4.5,3.0939901,6,20aug2015,06jun2016,0
6344,22,Female,Unmarried,SZ,Central Switzerland,Swiss,Other,Apprenticeship or matura,3400,cleaning & pers service,Specialist role,100,0,2.4000001,-1.18426,0,01apr2011,31dec2011,0
6344,25.75,Female,Unmarried,SZ,Central Switzerland,Swiss,Other,Apprenticeship or matura,2022.7283,sales,Specialist role,85.518761,1,2.2,1.87919,0,09jan2015,30dec2015,0
6365,20.666666,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,1712,sales,Specialist role,100,0,1.9,-.89851999,0,30may2011,19jun2011,8
6365,24.916666,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,533.97406,sales,Specialist role,100,1,2.0999999,1.32221,0,19aug2015,15oct2015,8
6366,26.833334,Female,Married,OW,Central Switzerland,Swiss,German,Apprenticeship or matura,5076.4902,gastronomy,Specialist role,100,0,.80000001,1.42932,0,09mar2015,22apr2015,7
6366,22.916666,Female,Unmarried,OW,Central Switzerland,Swiss,German,Apprenticeship or matura,3469,gastronomy,Specialist role,86.860001,0,.80000001,.30241999,0,20apr2011,23may2011,7
6372,30.333334,Female,Unmarried,BE,Mittelland,Swiss,German,University,3320,security & law,Specialist role,100,0,2,1.24907,0,07mar2011,10apr2011,14
6372,34.333332,Female,Unmarried,BE,Mittelland,Swiss,German,University,5215.8804,security & law,Specialist role,100,0,3.5,.48105001,0,06mar2015,12may2015,14
6378,25.25,Female,Unmarried,UR,Central Switzerland,Swiss,French,Apprenticeship or matura,4676,office & admin,Specialist role,100,0,1.2,3.71275,0,24jan2011,09jan2012,1
6378,29.75,Female,Unmarried,UR,Central Switzerland,Swiss,French,Apprenticeship or matura,5992.1118,office & admin,Specialist role,79.867599,0,1,2.3784001,0,03jul2015,15jul2016,0
6391,45.333332,Female,Married,TG,Oriental Switzerland,Swiss,Italian,School,1692.8517,gastronomy,,52.270546,0,3.5,-.23394001,1,18aug2015,10dec2015,9
6391,41,Female,Married,TG,Oriental Switzerland,Swiss,Italian,School,1872,gastronomy,,62,0,2,1.83551,0,18apr2011,02may2011,9
6398,26.583334,Female,Married,TG,Oriental Switzerland,Swiss,Italian,Apprenticeship or matura,3471.8464,office & admin,,100,0,3.5,-.23394001,0,14oct2015,15aug2016,11
6398,22.416666,Female,Unmarried,TG,Oriental Switzerland,Swiss,Italian,Apprenticeship or matura,4526,office & admin,,100,0,2,1.83551,0,08aug2011,20may2012,12
6416,35.166668,Female,Unmarried,OW,Central Switzerland,Swiss,German,Apprenticeship or matura,6343,sales,Specialist role,100,0,.80000001,.30241999,0,19dec2011,23jan2012,18
6416,38.583332,Female,Unmarried,OW,Central Switzerland,Swiss,German,Apprenticeship or matura,5596.3364,sales,Specialist role,81.157585,0,.80000001,1.42932,0,13may2015,13jul2015,18
6425,38.5,Female,Unmarried,UR,Central Switzerland,Swiss,French,University,7338.5303,science & arts,Specialist role,100,0,1,2.3784001,0,13mar2015,22aug2016,16
6425,35,Female,Married,UR,Central Switzerland,Swiss,French,University,8017,science & arts,Specialist role,100,0,1.2,3.71275,0,01sep2011,31jan2013,18
6433,19.333334,Female,Unmarried,OW,Central Switzerland,Swiss,German,,1378,sales,Studying or other,100,0,.80000001,.30241999,,03aug2011,31aug2011,8
6433,22.916666,Female,Unmarried,OW,Central Switzerland,Swiss,German,,1720.6272,sales,Studying or other,100,0,.80000001,1.42932,,28mar2015,28apr2015,8
6438,18.666666,Female,Unmarried,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,4347,sales,Specialist role,100,0,2.5999999,.75863999,0,01aug2011,31aug2011,0
6438,22.833334,Female,Unmarried,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,5537.0728,office & admin,Specialist role,100,0,1.8,1.26635,0,24oct2015,29nov2015,0
6459,19.666666,Female,Married,FR,Mittelland,Swiss,Other,Apprenticeship or matura,3251,sales,Specialist role,99.07,0,2.0999999,.53127998,0,11nov2011,01sep2012,7
6459,23.583334,Female,Married,FR,Mittelland,Swiss,Other,Apprenticeship or matura,5693.3423,sales,Specialist role,100,0,2.7,.39523,0,25oct2015,09oct2016,6
6461,30.416666,Female,Unmarried,NE,Mittelland,Swiss,French,University,5970.0986,health,Specialist role,93.199295,0,5,3.2692299,0,08dec2015,09mar2016,22
6461,26.166666,Female,Unmarried,NE,Mittelland,Swiss,French,University,4196,health,Specialist role,80,0,4.6999998,8.0723896,0,01sep2011,30nov2011,23
6463,28.75,Female,Unmarried,BL,North-Western Switzerland,Swiss,German,Apprenticeship or matura,6190,health,Specialist role,100,0,2.7,1.57066,0,01sep2011,13jan2012,18
6463,32.666668,Female,Unmarried,BL,North-Western Switzerland,Swiss,German,Apprenticeship or matura,4494.1992,health,Specialist role,100,0,2.3,1.1521699,0,17aug2015,28jan2016,18
6484,54.666668,Female,Unmarried,VD,Lake Geneva,Swiss,French,Apprenticeship or matura,2756,office & admin,Specialist role,100,0,4.4000001,1.8381799,0,01aug2011,22nov2011,15
6484,58.75,Female,Unmarried,VD,Lake Geneva,Swiss,French,Apprenticeship or matura,2242.8398,office & admin,Specialist role,92.265617,0,3.9000001,1.27924,1,11sep2015,28dec2015,14
6553,21.75,Female,Unmarried,LU,Central Switzerland,Swiss,German,Apprenticeship or matura,3863,sales,Specialist role,100,0,1.8,.60433,0,10jan2011,31jan2011,0
6553,25.833334,Female,Unmarried,LU,Central Switzerland,Swiss,German,Apprenticeship or matura,2612.8169,sales,,88.750313,0,1.9,1.14118,0,12feb2015,23mar2015,0
6554,44.166668,Female,Married,UR,Central Switzerland,Swiss,French,Apprenticeship or matura,1315,food & agriculture,Specialist role,31.809999,0,1.2,3.71275,0,01aug2011,01dec2011,18
6554,47.583332,Female,Married,UR,Central Switzerland,Swiss,French,Apprenticeship or matura,397.74393,food & agriculture,Specialist role,13.315071,0,1,2.3784001,1,09jan2015,05may2015,17
6555,32.083332,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,5301,social occupations,Specialist role,91.669998,0,1.9,-.89851999,0,01nov2011,31jan2012,19
6555,35.916668,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,5598.6685,social occupations,Specialist role,93.8265,0,2.0999999,1.32221,0,07sep2015,17dec2015,18
6564,31.916666,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Specialized,7666.9912,"banking, trust & insurance",Specialist role,100,0,2.0999999,1.32221,0,20aug2015,14mar2016,11
6564,27.833334,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Specialized,6067,"banking, trust & insurance",Specialist role,100,0,1.9,-.89851999,0,01jul2011,06jan2012,12
6571,58.333332,Female,Unmarried,AG,North-Western Switzerland,Swiss,German,School,5083.3652,office & admin,Specialist role,75.887558,0,1.8,1.26635,2,11jun2015,16sep2016,14
6571,54.166668,Female,Unmarried,AG,North-Western Switzerland,Swiss,German,School,3883,office & admin,Specialist role,80,0,2.5999999,.75863999,0,01apr2011,04jan2013,16
6572,57.416668,Female,Unmarried,GE,Lake Geneva,Swiss,Other,University,5131.4648,office & admin,Specialist role,15.2528,0,5.0999999,-1.26754,2,23sep2015,15may2016,4
6572,52.75,Female,Unmarried,GE,Lake Geneva,Swiss,Other,University,5000,office & admin,Specialist role,50,0,5.5999999,-.25812,0,01jan2011,19jul2011,5
6573,27.666666,Female,Married,UR,Central Switzerland,Swiss,French,University,5942,chemistry,Specialist role,100,0,1.2,3.71275,0,30jun2011,19dec2011,12
6573,31.833334,Female,Married,UR,Central Switzerland,Swiss,French,University,5722.019,chemistry,,99.917313,0,1,2.3784001,0,12aug2015,07feb2016,11
6575,51.583332,Female,Unmarried,NE,Mittelland,Swiss,French,University,9298.1689,management & hr,Specialist role,75.132668,0,5,3.2692299,4,17feb2015,18mar2016,16
6575,48.166668,Female,Unmarried,NE,Mittelland,Swiss,French,University,9994,management & hr,Specialist role,70,0,4.6999998,8.0723896,0,01sep2011,30nov2012,18
6593,24.666666,Female,Unmarried,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,3065.1228,sales,Specialist role,90.853043,0,1.8,1.26635,0,16feb2015,29apr2015,18
6593,21.25,Female,Unmarried,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,2693,sales,Specialist role,96.620003,0,2.5999999,.75863999,0,28sep2011,17oct2011,18
6606,26,Female,Unmarried,VD,Lake Geneva,Swiss,French,University,6083,informatics,Specialist role,100,0,4.4000001,1.8381799,0,28jun2011,17oct2011,13
6606,29.75,Female,Unmarried,VD,Lake Geneva,Swiss,French,University,5948.8921,informatics,Specialist role,100,0,3.9000001,1.27924,0,14mar2015,29jul2015,12
6609,46.083332,Female,Unmarried,GE,Lake Geneva,Swiss,French,Apprenticeship or matura,7121.4209,"banking, trust & insurance",Specialist role,100,1,5.0999999,-1.26754,3,24nov2015,16may2016,21
6609,41.916668,Female,Unmarried,GE,Lake Geneva,Swiss,French,Apprenticeship or matura,7212,"banking, trust & insurance",Specialist role,100,1,5.5999999,-.25812,0,01sep2011,30nov2011,21
6621,47.583332,Female,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,1305,sales,Specialist role,34.389999,0,2,1.24907,0,20jul2011,09oct2011,17
6621,51.333332,Female,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,0,sales,Specialist role,32.07328,0,3.5,.48105001,1,17apr2015,27jul2015,17
6622,37.75,Female,Married,UR,Central Switzerland,Swiss,Other,School,3385.0876,gastronomy,,84.37999,0,1,2.3784001,0,13oct2015,17jun2017,14
6625,30.75,Female,Unmarried,BL,North-Western Switzerland,Swiss,German,Apprenticeship or matura,1678.7849,"tourism,transport,communication",Specialist role,68.560669,0,2.3,1.1521699,0,04oct2015,28aug2016,16
6625,26.666666,Female,Unmarried,BL,North-Western Switzerland,Swiss,German,Apprenticeship or matura,2877,"tourism,transport,communication",Specialist role,70.730003,0,2.7,1.57066,0,08sep2011,31jul2012,17
6627,25.583334,Female,Unmarried,ZG,Central Switzerland,Swiss,Other,Apprenticeship or matura,2354.6472,health,,93.449028,0,2.0999999,1.32221,0,22may2015,31jan2016,4
6627,21.833334,Female,Unmarried,ZG,Central Switzerland,Swiss,Other,Apprenticeship or matura,1860,health,,100,0,1.9,-.89851999,0,23aug2011,30mar2012,5
6643,23.083334,Female,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,1010.5582,sales,Specialist role,100,0,3.5,.48105001,0,05aug2015,08apr2016,7
6643,19.166666,Female,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,1486,sales,Specialist role,100,0,2,1.24907,0,08sep2011,30apr2012,8
6655,21.333334,Female,Unmarried,VS,Lake Geneva,Swiss,German,Apprenticeship or matura,4030,gastronomy,Specialist role,100,0,3.2,.0086500002,0,12jan2011,28apr2011,14
6655,26.166666,Female,Unmarried,VS,Lake Geneva,Swiss,German,Apprenticeship or matura,5171.1504,gastronomy,Specialist role,100,0,4.5,3.0939901,0,04nov2015,26feb2016,13
6660,48.333332,Female,Unmarried,TG,Oriental Switzerland,Swiss,Italian,Apprenticeship or matura,2477,gastronomy,,100,0,2,1.83551,0,13oct2011,01jul2012,18
6660,51.583332,Female,Unmarried,TG,Oriental Switzerland,Swiss,Italian,Apprenticeship or matura,3084.2026,gastronomy,,82.784401,0,3.5,-.23394001,1,10jan2015,07oct2015,17
6662,63,Female,Unmarried,LU,Central Switzerland,Swiss,German,Apprenticeship or matura,4627.2153,social occupations,Specialist role,51.436203,0,1.9,1.14118,2,12apr2015,19aug2015,11
6662,59.166668,Female,Unmarried,LU,Central Switzerland,Swiss,German,Apprenticeship or matura,3095,social occupations,Specialist role,54.209999,0,1.8,.60433,0,09jun2011,30sep2011,11
6677,22.583334,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,2125.7114,food & agriculture,Specialist role,100,0,2.0999999,1.32221,0,21feb2015,09apr2015,8
6677,19.083334,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,1378,food & agriculture,Specialist role,100,0,1.9,-.89851999,0,11aug2011,16sep2011,8
6681,45.333332,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,10500,sales,Specialist role,100,0,2.0999999,1.32221,0,13nov2015,12mar2016,0
6681,41.166668,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,8800,sales,Specialist role,100,0,1.9,-.89851999,0,16sep2011,05jan2012,0
6685,34.5,Female,Unmarried,ZG,Central Switzerland,Swiss,German,University,7288.2295,"production (blue collar, incl cars)",Specialist role,83.65519,0,2.0999999,1.32221,0,20mar2015,08jul2015,15
6685,30.416666,Female,Unmarried,ZG,Central Switzerland,Swiss,German,University,8184,"production (blue collar, incl cars)",Specialist role,100,0,1.9,-.89851999,0,25feb2011,01apr2011,16
6698,48.166668,Female,Married,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,2854.0969,others (skilled),Specialist role,58.678982,0,1.8,1.26635,1,05nov2015,27feb2016,16
6698,43.75,Female,Married,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,3218,others (skilled),Specialist role,52.669998,0,2.5999999,.75863999,0,01jun2011,31aug2011,16
6701,58.5,Female,Unmarried,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,2710.5796,sales,Specialist role,70.816994,0,1.8,1.26635,1,26jun2015,11aug2016,17
6701,54.916668,Female,Unmarried,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,3358,sales,Specialist role,80,0,2.5999999,.75863999,0,01nov2011,31jan2013,19
6704,52.416668,Female,Unmarried,BS,North-Western Switzerland,Swiss,German,University,2656,social occupations,Specialist role,100,0,3.7,4.2624898,0,01jun2011,20nov2011,14
6704,56.25,Female,Unmarried,BS,North-Western Switzerland,Swiss,German,University,2664.2649,social occupations,Specialist role,89.95179,0,2.5,1.86443,1,13apr2015,06sep2015,13
6715,53.666668,Female,Married,ZG,Central Switzerland,Swiss,German,University,6988,management & hr,Specialist role,80,0,1.9,-.89851999,0,01aug2011,31oct2011,14
6715,57.833332,Female,Married,ZG,Central Switzerland,Swiss,German,University,7978.4297,management & hr,Specialist role,75.838562,0,2.0999999,1.32221,4,30oct2015,15may2016,14
6717,34.75,Female,Unmarried,SO,Mittelland,Swiss,German,University,10500,chemistry,Specialist role,81.841499,0,2.4000001,.52200001,0,06aug2015,03oct2015,15
6717,30.666666,Female,Unmarried,SO,Mittelland,Swiss,German,University,8233,chemistry,Specialist role,100,0,2.2,1.14508,0,25jul2011,15sep2011,15
6720,25.5,Female,Unmarried,GE,Lake Geneva,Swiss,French,Apprenticeship or matura,4401,office & admin,Specialist role,100,0,5.5999999,-.25812,0,05aug2011,01oct2011,0
6720,29.666666,Female,Unmarried,GE,Lake Geneva,Swiss,French,Apprenticeship or matura,4310.4292,office & admin,Specialist role,100,1,5.0999999,-1.26754,0,22oct2015,01jan2016,0
6728,50.083332,Female,Unmarried,AG,North-Western Switzerland,Swiss,Other,Apprenticeship or matura,4640,"tourism,transport,communication",,100,0,2.5999999,.75863999,0,01feb2011,29jul2011,14
6728,54.916668,Female,Unmarried,AG,North-Western Switzerland,Swiss,Other,Apprenticeship or matura,4924.4331,"tourism,transport,communication",,100,0,1.8,1.26635,2,17dec2015,08jun2016,14
6751,52,Female,Unmarried,OW,Central Switzerland,Swiss,German,School,3928,sales,,98,0,.80000001,.30241999,0,01mar2011,30apr2011,4
6751,56.75,Female,Unmarried,OW,Central Switzerland,Swiss,German,School,3793.249,sales,Studying or other,100,0,.80000001,1.42932,1,07dec2015,10mar2016,4
6773,51.333332,Female,Married,NW,Central Switzerland,Swiss,German,Apprenticeship or matura,8839.2529,office & admin,Specialist role,100,1,1,-.55268002,4,05feb2015,19sep2015,18
6773,48.083332,Female,Married,NW,Central Switzerland,Swiss,German,Apprenticeship or matura,8817,office & admin,Specialist role,100,0,.89999998,1.70771,0,08nov2011,29feb2012,18
6774,25.5,Female,Unmarried,TG,Oriental Switzerland,Swiss,Italian,School,2317,gastronomy,Specialist role,100,0,2,1.83551,0,13jan2011,01dec2011,14
6774,29.75,Female,Unmarried,TG,Oriental Switzerland,Swiss,Italian,School,4334.4287,gastronomy,Specialist role,68.646301,0,3.5,-.23394001,0,06apr2015,07mar2016,13
6775,47.5,Female,Married,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,8710,office & admin,Specialist role,86.019997,0,2.5999999,.75863999,0,01dec2011,14mar2012,14
6775,50.916668,Female,Married,AG,North-Western Switzerland,Swiss,German,Apprenticeship or matura,7783.6763,office & admin,Specialist role,69.976105,0,1.8,1.26635,4,19may2015,22dec2015,14
6776,48.583332,Female,Unmarried,SH,Oriental Switzerland,Swiss,German,School,6072.2363,sales,Specialist role,95.467201,0,1.5,-.37757999,3,06oct2015,21apr2016,16
6776,44.083332,Female,Unmarried,SH,Oriental Switzerland,Swiss,German,School,6189,sales,Specialist role,90,0,1.4,1.1989501,0,01apr2011,31may2011,16
6777,21.916666,Female,Unmarried,ZG,Central Switzerland,Swiss,German,School,1052.8372,social occupations,Studying or other,52.653694,0,2.0999999,1.32221,0,15aug2015,22aug2016,0
6777,18.166666,Female,Unmarried,ZG,Central Switzerland,Swiss,German,School,763,social occupations,Studying or other,75,0,1.9,-.89851999,0,01nov2011,07aug2012,1
6797,28.416666,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Specialized,6498,sales,Specialist role,100,0,1.9,-.89851999,0,27jan2011,31may2011,13
6797,33,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Specialized,6221.9976,sales,Specialist role,100,0,2.0999999,1.32221,0,15aug2015,26dec2015,12
6798,47.833332,Female,Unmarried,AG,North-Western Switzerland,Swiss,Other,Apprenticeship or matura,6375.7285,sales,Specialist role,89.080177,0,1.8,1.26635,3,20oct2015,17apr2016,14
6798,43.166668,Female,Unmarried,AG,North-Western Switzerland,Swiss,Other,Apprenticeship or matura,6283,sales,Specialist role,100,0,2.5999999,.75863999,0,11feb2011,31may2011,15
6804,34.75,Female,Married,ZG,Central Switzerland,Swiss,German,University,6921.4385,science & arts,Specialist role,100,0,2.0999999,1.32221,0,26apr2015,01aug2015,8
6804,31.083334,Female,Married,ZG,Central Switzerland,Swiss,German,University,8388,science & arts,Specialist role,100,0,1.9,-.89851999,0,11aug2011,30sep2011,8
6817,23.083334,Female,Unmarried,SH,Oriental Switzerland,Swiss,Other,Apprenticeship or matura,0,others (skilled),Studying or other,90.134583,0,1.5,-.37757999,0,20jul2015,02sep2015,5
6822,36.916668,Female,Married,ZG,Central Switzerland,Swiss,Other,Apprenticeship or matura,1796,sales,,72,0,1.9,-.89851999,0,05may2011,02aug2011,3
6822,41,Female,Married,ZG,Central Switzerland,Swiss,Other,Apprenticeship or matura,2018.969,sales,,47.697113,1,2.0999999,1.32221,0,15jun2015,16oct2015,3
6826,38.833332,Female,Unmarried,GE,Lake Geneva,Swiss,French,University,4551.2534,office & admin,Specialist role,95.299911,0,5.0999999,-1.26754,0,06feb2015,30sep2016,15
6826,35.333332,Female,Unmarried,GE,Lake Geneva,Swiss,French,University,5035,office & admin,Specialist role,100,0,5.5999999,-.25812,0,16aug2011,01apr2013,17
6852,35.416668,Female,Unmarried,ZG,Central Switzerland,Swiss,German,University,4196.6421,office & admin,Specialist role,80.975647,0,2.0999999,1.32221,0,31aug2015,17nov2015,5
6852,31.5,Female,Unmarried,ZG,Central Switzerland,Swiss,German,University,5564,others (skilled),Specialist role,80,0,1.9,-.89851999,0,20sep2011,07dec2011,5
6856,18.5,Female,Unmarried,BS,North-Western Switzerland,Swiss,German,Apprenticeship or matura,0,others (skilled),Studying or other,100,0,3.7,4.2624898,0,12sep2011,23mar2012,3
6862,27.333334,Female,Married,GR,Oriental Switzerland,Swiss,Italian,School,3032.1113,"production (blue collar, incl cars)",,89.516029,0,1.6,.00288,0,30mar2015,17apr2015,16
6871,51.666668,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,1249,social occupations,Specialist role,70,0,1.9,-.89851999,0,14feb2011,31may2011,11
6871,55.583332,Female,Unmarried,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,1275.6261,social occupations,Specialist role,46.722069,0,2.0999999,1.32221,1,01jan2015,05may2015,11
6877,52.5,Female,Married,ZG,Central Switzerland,Swiss,German,Apprenticeship or matura,2145,office & admin,Specialist role,45,0,1.9,-.89851999,0,19may2011,11mar2012,16
6883,19.333334,Female,Married,LU,Central Switzerland,Swiss,Other,Apprenticeship or matura,1378,food & agriculture,Specialist role,100,0,1.8,.60433,0,17aug2011,31oct2011,8
6883,23.25,Female,Married,LU,Central Switzerland,Swiss,Other,Apprenticeship or matura,1955.4639,food & agriculture,Specialist role,89.708885,1,1.9,1.14118,0,23jul2015,03nov2015,8
6884,58.583332,Female,Unmarried,OW,Central Switzerland,Swiss,German,Apprenticeship or matura,1863.4393,social occupations,,25.161932,0,.80000001,1.42932,1,12aug2015,26feb2016,16
6884,54.333332,Female,Unmarried,OW,Central Switzerland,Swiss,German,Apprenticeship or matura,1221,social occupations,,32,0,.80000001,.30241999,0,20may2011,31dec2011,16
6885,28.5,Female,Unmarried,GR,Oriental Switzerland,Swiss,German,University,3666.7134,social occupations,Specialist role,84.5299,0,1.6,.00288,0,12jul2015,30nov2015,6
6885,24.25,Female,Unmarried,GR,Oriental Switzerland,Swiss,German,University,4171,social occupations,Specialist role,100,0,1.5,2.2160599,0,04apr2011,30jun2011,6
6902,37.333332,Female,Unmarried,GE,Lake Geneva,Swiss,French,,5500,gastronomy,Specialist role,100,0,5.5999999,-.25812,,01may2011,29aug2011,13
6902,41.583332,Female,Unmarried,GE,Lake Geneva,Swiss,French,,2852.3489,gastronomy,Specialist role,95.846672,0,5.0999999,-1.26754,,17aug2015,13jan2016,13
6908,30.25,Female,Married,ZG,Central Switzerland,Swiss,German,University,7741,management & hr,Specialist role,100,0,1.9,-.89851999,0,28jun2011,31jul2011,17
6908,34.25,Female,Married,ZG,Central Switzerland,Swiss,German,University,6617.4165,management & hr,Specialist role,100,0,2.0999999,1.32221,0,17jun2015,19aug2015,17
6916,37.166668,Female,Married,NE,Mittelland,Swiss,French,University,10500,security & law,Specialist role,100,0,4.6999998,8.0723896,0,28mar2011,06jan2012,14
6916,41.75,Female,Married,NE,Mittelland,Swiss,French,University,10452.271,security & law,Specialist role,98.042328,0,5,3.2692299,0,12oct2015,12aug2016,13
6918,30,Female,Married,UR,Central Switzerland,Swiss,French,University,2324,gastronomy,Specialist role,100,0,1.2,3.71275,0,12sep2011,02may2012,0
6918,34.25,Female,Married,UR,Central Switzerland,Swiss,French,University,4620.2939,gastronomy,Specialist role,58.267925,0,1,2.3784001,0,03dec2015,17aug2016,0
6928,25.333334,Female,Unmarried,LU,Central Switzerland,Swiss,German,Apprenticeship or matura,4054.4158,"production (blue collar, incl cars)",Specialist role,100,0,1.9,1.14118,0,08oct2015,24apr2016,18
6928,21.416666,Female,Unmarried,LU,Central Switzerland,Swiss,German,Apprenticeship or matura,3983,"production (blue collar, incl cars)",Specialist role,100,0,1.8,.60433,0,30nov2011,31may2012,18
6930,25,Female,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,1382.1615,sales,,100,0,3.5,.48105001,0,19jul2015,04sep2015,16
6930,21.083334,Female,Unmarried,BE,Mittelland,Swiss,Other,Apprenticeship or matura,1378,sales,Specialist role,100,0,2,1.24907,0,01aug2011,31aug2011,16
6931,60.083332,Female,Unmarried,NE,Mittelland,Swiss,French,Apprenticeship or matura,1121.2804,sales,Specialist role,40.413593,0,5,3.2692299,1,13feb2015,15jul2015,18
